T(align.chunk),T(align.chunk.lemm),T(term),S(term),source,class
_N_projekt _N_lokalizacija,_N_projekt _N_lokalizacija _PREF_u,_N_projekt _N_lokalizacija,_NOUN_localization_NOUN_project,1,1
_N_drvo _N_izvođenje,_N_drvo _N_izvođenje,_N_drvo _N_izvođenje,_NOUN_derivation_NOUN_tree,1,1
_A_filološki _N_fakultet _N_godina,_A_filološki _N_fakultet _N_godina,_A_filološki _N_fakultet _N_godina,_NOUN_faculty_ADP_of_NOUN_philology,1,0
_N_figura _N_oksimoron _PRO_koji _PREF_po,_N_figura _N_oksimoron _PREF_u,_N_figura _N_oksimoron,_NOUN_figure_VERB_oxymoron,1,1
_PREF_i _N_priručnik _PREF_za _A_rad,_PREF_i _N_priručnik _PREF_za _A_rad,_N_priručnik _PREF_za _A_rad,_NOUN_work_ADJ_manual,0,1
_V_skladištiti _N_podatak,_PRO_sebe _V_skladištiti _N_podatak,_V_skladištiti _N_podatak,_NOUN_data_VERB_storage,1,1
_N_republika srbije,_N_republika srbije _V_biti _PRO_ona,srbije _N_republika,_ADJ_republic_ADP_of_NOUN_serbia,1,0
_V_praviti _PREF_za _N_katalogizacija,_V_praviti _PREF_za _N_katalogizacija,_V_praviti _PREF_za _N_katalogizacija,_VERB_cataloguing_NOUN_rule,0,1
npr _N_biblioteka,_N_biblioteka npr,npr _N_biblioteka,_NOUN_example_ADP_of_NOUN_library,1,0
_N_pojam _PREF_iz _N_ontologija,_N_pojam _PREF_iz _N_ontologija,_N_pojam _N_ontologija,_NOUN_concept_ADP_from_NOUN_ontology,1,1
_A_bibliotečki _N_asocijacija,_A_bibliotečki _N_asocijacija,_A_bibliotečki _N_asocijacija,_NOUN_library_NOUN_association,1,1
_A_informacioni _N_sistem _N_godina,_A_informacioni _N_sistem _N_godina,_A_informacioni _N_sistem _N_godina,_NOUN_information_NOUN_system,0,0
_A_alternativan _N_prostor _N_biblioteka,_A_alternativan _N_prostor _N_biblioteka _PREF_na,_N_biblioteka _PREF_u _A_alternativan _N_prostor,_NOUN_alternative_NOUN_space,1,0
_A_preostali _N_deo,_A_preostali _N_deo,_A_preostali _N_deo,_NOUN_subset,0,0
_N_obzir _N_pragmatika ili,_N_obzir _N_pragmatika ili,_N_obzir _N_pragmatika,_ADJ_pragmatic,0,0
_N_grupa _N_ljudi,_N_grupa _N_ljudi,_N_grupa _N_ljudi,_NOUN_group_ADP_of_NOUN_participant,1,0
_A_engleski _N_ekvivalent,_A_engleski _N_ekvivalent,_A_engleski _N_ekvivalent,_ADJ_english_NOUN_equivalent,1,1
_V_dati _A_onlajn _N_katalog,_A_onlajn _N_katalog _PREF_i,_A_onlajn _N_katalog,_NOUN_online_NOUN_catalog,1,1
_N_okvir _N_grupa _PREF_za _A_jezički _N_tehnologija,_N_okvir _N_grupa _PREF_za _A_jezički _N_tehnologija _PREF_na,_N_okvir _N_grupa _PREF_za _A_jezički _N_tehnologija,_NOUN_group_ADP_for_NOUN_language_NOUN_technology,1,0
_PRO_koji _PRO_ona _N_polaritet _N_osećanje,_N_polaritet _N_osećanje _V_biti _PREF_u,_N_polaritet _N_osećanje,_NOUN_sentiment_NOUN_polarity,1,1
_N_klas n,_N_klas n,n _N_klas,_NOUN_class_NOUN_n1,1,0
_PRO_ona _V_brojati _N_autor,_PRO_ona _V_brojati _N_autor _PREF_iz,_V_brojati _N_autor,_NOUN_author_NOUN_number,0,1
_A_fizički _N_vaspitanje _PREF_i,_A_fizički _N_vaspitanje,_A_fizički _N_vaspitanje,_ADJ_physical_NOUN_education,1,1
_PREF_i _N_primalac _N_objekt,_PREF_i _N_primalac _N_objekt,_N_primalac _N_objekt,_NOUN_receiver,0,0
_A_matematički _N_apstrakcija,_A_matematički _N_apstrakcija _PRO_koji,_A_matematički _N_apstrakcija,_ADJ_mathematical_NOUN_abstraction,1,1
_N_dokument _A_pretraživački _N_mašina,_N_dokument _A_pretraživački _N_mašina,_N_dokument _A_pretraživački _N_mašina,_NOUN_search_NOUN_engine,0,0
_PREF_za _A_jezički _N_tehnologija,_PREF_za _A_jezički _N_tehnologija,_A_jezički _N_tehnologija,_NOUN_human_NOUN_language_NOUN_technology,1,0
_A_eksterni _A_tvrd _N_disk,_A_eksterni _A_tvrd _N_disk,_A_eksterni _A_tvrd _N_disk,_ADJ_external_ADJ_hard_NOUN_disk,1,1
_N_zvanje _A_vanredan _N_profesor,_N_zvanje _A_vanredan _N_profesor,_N_zvanje _A_vanredan _N_profesor,_NOUN_associate_NOUN_professor,1,0
_N_zgrada _N_biblioteka _PRO_ona,_N_zgrada _N_biblioteka,_N_zgrada _N_biblioteka,_NOUN_library_NOUN_building,0,1
_A_američki _N_institucija,_A_američki _N_institucija,_A_američki _N_institucija,_NOUN_american_NOUN_institution,1,1
_N_tekst _PREF_na _N_stranica _PREF_i,_N_tekst _PREF_na _N_stranica,_N_tekst _PREF_na _N_stranica,_NOUN_text_NOUN_page,0,0
_A_računarski _N_struktura _PREF_i,_A_računarski _N_struktura,_A_računarski _N_struktura,_VERB_computing_NOUN_infrastructure,1,0
_N_baza _N_korisnik,_V_bazati _N_korisnik,_V_bazati _N_korisnik,_NOUN_user_NOUN_number,0,0
_A_potpun _N_bibliografija,_PRO_njihov _A_potpun _N_bibliografija,_A_potpun _N_bibliografija,_NOUN_bibliography,0,0
_A_drevan _N_jezik _PREF_i,_A_drevan _N_jezik,_A_drevan _N_jezik,_NOUN_ancient_NOUN_language,1,1
phaidra _N_tim _PREF_i sa,phaidra _PRO_taj _PREF_i,phaidra _PRO_taj,_NOUN_phaidra_NOUN_team,1,1
ili _A_jezički _N_varijetet,_A_jezički _N_varijetet,_A_jezički _N_varijetet,_NOUN_language_NOUN_variety,1,1
_N_partner _PREF_iz _N_zemlja,_N_partner _PREF_iz _N_zemlja,_N_partner _PREF_iz _N_zemlja,_NOUN_partner_NOUN_country,1,0
_PREF_za _A_timski _A_rad,_PREF_u _A_timski _A_rad,_A_timski _A_rad,_NOUN_team_NOUN_work,1,1
_PREF_i _A_specijalan _N_simbol,kao _PREF_i _A_specijalan _N_simbol,_A_specijalan _N_simbol,_ADJ_special_NOUN_symbol,1,1
_A_optički _N_medijum _PREF_za,_A_optički _N_medijum,_A_optički _N_medijum,_ADJ_optical_NOUN_medium,1,1
_A_opšti _N_termin,_PREF_pod _A_opšti _N_termin,_A_opšti _N_termin,_ADJ_general_NOUN_term,1,1
_V_vrstati _N_materijal,_V_vrstati _N_materijal,_V_vrstati _N_materijal,_NOUN_material_NOUN_type,0,1
_PRO_ona _A_prirodan _N_karakteristika,_PRO_koji _PRO_ona _A_prirodan _N_karakteristika,_A_prirodan _N_karakteristika,_ADJ_natural_NOUN_feature,1,1
_N_polaznik sa _A_osnovni _N_termin,_N_polaznik sa _A_osnovni _N_termin,_N_polaznik sa _A_osnovni _N_termin,_ADJ_basic_NOUN_term,1,0
_N_knjiga _A_pozorišni _N_predstava _N_čitulja,_N_knjiga _A_pozorišni _N_predstava _N_čitulja,_N_knjiga _A_pozorišni _N_predstava _N_čitulja,_NOUN_book_VERB_review,0,0
_N_primer _V_vezati,_N_primer _N_vez,_N_primer _N_vez,_NOUN_sample,0,0
_A_bibliografski _N_opisivanje,_A_bibliografski _N_opisivanje _V_biti _PREF_su,_A_bibliografski _N_opisivanje,_ADJ_bibliographic_NOUN_description,0,1
_N_ukazivanje _PREF_na _N_kompetentnost,_N_ukazivanje _PREF_na _N_kompetentnost,_N_ukazivanje _PREF_na _N_kompetentnost,_NOUN_show,0,0
_N_količina _N_informacija,_N_količina _N_informacija _PRO_koji _PRO_ona,_N_količina _N_informacija,_NOUN_amount_ADP_of_NOUN_information,1,1
_A_bibliotečki _N_zgrada,_A_bibliotečki _N_zgrada,_A_bibliotečki _N_zgrada,_NOUN_library_NOUN_building,0,1
_N_informacija _A_naučni,_N_informacija _A_naučni _PREF_i,_A_naučni _N_informacija,_NOUN_information_VERB_scientist,0,0
_A_digitalan _N_pravac,_A_digitalan _N_pravac,_A_digitalan _N_pravac,_ADJ_digital_NOUN_realm,1,0
_A_informacioni _N_teorija,_A_informacioni _N_teorija _PREF_na,_A_informacioni _N_teorija,_NOUN_information_NOUN_theory,0,1
_A_onlajn _N_usluga,_A_onlajn _N_usluga,_A_onlajn _N_usluga,_NOUN_online_NOUN_service,0,1
_A_digitalan _N_okruženje,_A_digitalan _N_okruženje,_A_digitalan _N_okruženje,_ADJ_digital_NOUN_environment,1,1
kao _A_kompletan _N_opis,_A_kompletan _N_opis,_A_kompletan _N_opis,_ADJ_complete_NOUN_description,1,1
_N_komunikacija _PREF_u _N_nauk,_N_nauk _N_komunikacija,_N_nauk _N_komunikacija,_NOUN_communication_NOUN_science,1,1
npr _N_pronalaženje,npr _N_pronalaženje,npr _N_pronalaženje,_NOUN_retrieval,0,0
_N_knjiga _A_štampan,_N_knjiga _A_štampan _PREF_na,_A_štampan _N_knjiga,_VERB_printed_NOUN_book,0,1
_N_broj _N_aplikacija,_V_brojati _N_aplikacija,_V_brojati _N_aplikacija,_NOUN_application,0,0
_N_akcent _PREF_na _N_praćenje,_N_akcent _PREF_na _N_praćenje,_N_akcent _PREF_na _N_praćenje,_NOUN_track,0,0
_A_softverski _N_alat _PREF_za,_PRO_ona _A_softverski _N_alat,_A_softverski _N_alat,_NOUN_software_NOUN_tool,0,1
_N_korisnik _PREF_pod _PRO_koji _N_uslov,_N_korisnik _PREF_pod _PRO_koji _N_uslov,_N_korisnik _PREF_o _N_uslov,_NOUN_user_ADP_in_NOUN_term,1,0
_N_učenje _N_ontologija,_N_učenje _N_ontologija,_N_učenje _N_ontologija,_VERB_learning_ADP_of_NOUN_swn_NOUN_ontology,1,0
_N_pomoćnik _N_direktor,_N_pomoćnik _N_direktor,_N_pomoćnik _N_direktor,_NOUN_assistant_NOUN_director,0,1
_A_ukupan _V_brojati _N_dokument _PREF_u,_A_ukupan _V_brojati _N_dokument,_A_ukupan _V_brojati _N_dokument,_ADJ_total_NOUN_number_ADP_of_NOUN_document,1,1
_N_bibliotekar _PREF_za _A_sopstven _N_slika,_N_bibliotekar _PREF_za _A_sopstven _V_slikati,_N_bibliotekar _PREF_za _A_sopstven _V_slikati,_NOUN_image_ADP_of_ADJ_librarian,1,0
_A_lingvistički _N_resurs _PREF_za,_A_lingvistički _N_resurs,_A_lingvistički _N_resurs,_ADJ_linguistic_NOUN_resource,1,1
_PREF_i _N_metod _A_mašinski _N_učenje,_PREF_i _N_metod _A_mašinski _N_učenje,_N_metod _A_mašinski _N_učenje,_NOUN_machine_NOUN_learning_NOUN_method,1,1
_N_materijal _PREF_za _N_učenje _A_elektronski,_N_materijal _PREF_za _N_učenje _A_elektronski,_N_materijal _PREF_za _A_elektronski _N_učenje,_ADJ_electronic_NOUN_material,1,0
_PREF_iz _A_centralni _N_katalog,_A_centralni _N_katalog,_A_centralni _N_katalog,_NOUN_union_NOUN_catalogue,0,1
_N_odbor _N_poverenik,_N_odbor _N_poverenik kao,_N_odbor _N_poverenik,_NOUN_board_ADP_of_NOUN_trustee,1,1
_A_elektronski _N_korpus _PREF_u _N_zavisnost,_PREF_i _A_elektronski _N_korpus _PREF_u _N_zavisnost _PREF_od _PRO_taj,_A_elektronski _N_korpus _PREF_u _N_zavisnost,_ADJ_electronic_NOUN_corpus,1,0
_N_pozajmica _N_dokument,_N_pozajmica _N_dokument,_N_pozajmica _N_dokument,_NOUN_document_NOUN_supply,1,0
tei _N_smernica,tei a _PREF_i _PRO_sam _N_smernica _PREF_su,tei _N_smernica,_NOUN_tei_NOUN_guideline,1,1
_A_izdvojen _N_fond,_A_izdvojen _N_fond,_A_izdvojen _N_fond,_NOUN_fund,0,0
_A_lingvistički _N_predznanje _PREF_i,_A_lingvistički _N_predznanje,_A_lingvistički _N_predznanje,_ADJ_linguistic_NOUN_knowledge,1,0
_N_kreiranje _A_nov _N_proizvod,_N_kreiranje _A_nov _N_proizvod _PREF_i,_N_kreiranje _A_nov _N_proizvod,_NOUN_creation_ADP_of_ADJ_new_NOUN_product,1,1
_A_različit _N_stav,_A_različit _N_stav _PREF_i,_A_različit _N_stav,_NOUN_opinion,0,0
_N_šema _N_jezik _PREF_za,_N_šema _N_jezik,_N_jezik _PREF_za _N_šema,_NOUN_schema_NOUN_language,1,1
_A_upravni _N_odbor,_A_upravni _N_odbor,_A_upravni _N_odbor,_NOUN_board,0,0
_N_zemlja sa _A_razvijen,_A_razvijen _N_zemlja,_A_razvijen _N_zemlja,_VERB_developed_NOUN_country,1,1
_PREF_za _A_zajednički _A_rad,_PREF_za _A_zajednički _A_rad,_A_zajednički _A_rad,_ADJ_collaborative_NOUN_work,1,1
_N_interesovanje _PREF_u _V_obraditi _A_prirodan _N_jezik,_N_interesovanje _PREF_u _N_obrada _A_prirodan _N_jezik,_N_interesovanje _PREF_u _N_obrada _A_prirodan _N_jezik,_ADJ_natural_NOUN_language_NOUN_processing,0,0
_A_izvršan _N_direktor,_A_izvršan _N_direktor,_A_izvršan _N_direktor,_NOUN_executive_NOUN_director,0,1
_A_klasifikacioni _N_model _PREF_na,_A_klasifikacioni _N_model,_A_klasifikacioni _N_model,_NOUN_classification_NOUN_model,1,1
_PRO_ona _N_analiza _N_tekst _PREF_u _N_tok _PRO_koji,_PRO_ona _N_analiza _N_tekst _PREF_u _N_tok,_N_analiza _N_tekst _PREF_u _N_tok,_NOUN_text_NOUN_analysis,1,0
_N_servis _PREF_za _N_pretraživanje,_N_servis _PREF_za _N_pretraživanje,_N_servis _PREF_za _N_pretraživanje,_NOUN_search_NOUN_service,0,1
eu _N_sad,eu _N_sad,eu _N_sad,_NOUN_EU,1,0
linked _A_dat _N_tehnologija,linked _A_dat _N_tehnologija,linked _A_dat _N_tehnologija,_VERB_linked_NOUN_data_NOUN_technology,1,1
_N_smisao _A_slovni _N_greška,_N_smisao _A_slovni _N_greška,_N_smisao _A_slovni _N_greška,_VERB_spelling_NOUN_error,0,0
_N_servis _PREF_u _N_oblak,_N_servis _PREF_u _N_oblak kao,_N_oblak _PREF_na _N_servis,_NOUN_cloud_NOUN_service,1,0
_V_dati _A_pomenut _N_algoritam,_V_dati _A_pomenut _N_algoritam,_A_pomenut _N_algoritam,_NOUN_algorithm,0,0
_PRO_isti _N_članak _PREF_u,_PRO_isti _N_članak,_PRO_isti _N_članak,_NOUN_article,0,0
_PREF_i _A_povezan _N_reč,_PREF_i _A_povezan _N_reč _PREF_u,_A_povezan _N_reč,_VERB_related_NOUN_word,1,1
_N_vrsta _N_građa,_PRO_taj _V_vrstati _N_građa,_V_vrstati _N_građa,_NOUN_material_NOUN_type,0,1
_A_korisnički _N_sumeđa,_A_korisnički _N_sumeđa,_A_korisnički _N_sumeđa,_NOUN_user_NOUN_interface,0,1
_PREF_iz _A_spoljni _N_izvor,_PREF_iz _A_spoljni _N_izvor,_A_spoljni _N_izvor,_ADP_outside_NOUN_source,0,1
_A_digitalan _N_sadržaj _PRO_koji,_A_digitalan _N_sadržaj _PRO_oni,_A_digitalan _N_sadržaj,_ADJ_digital_NOUN_content,1,1
_PREF_sučelja _N_program,_PREF_iz _PREF_sučelja _N_program,_PREF_sučelja _N_program,_NOUN_application_NOUN_interface,1,0
_A_informacijski _N_okruženje _PREF_i,_A_informacijski _N_okruženje,_A_informacijski _N_okruženje,_NOUN_information_VERB_environment,1,1
_N_sistem _PREF_za _A_bibliotečki _N_poslovanje _PREF_i,_N_sistem _A_bibliotečki _N_poslovanje _PREF_u,_N_sistem _N_sistem _PREF_za _A_bibliotečki _N_poslovanje,_NOUN_library_NOUN_management_NOUN_system,1,0
_PREF_i _N_katedra _PREF_za _N_lingvistika,_N_katedra _PREF_za _N_lingvistika,_N_katedra _PREF_za _N_lingvistika,_NOUN_department_ADP_of_NOUN_linguistics,1,1
_N_vid _N_piraterija _PRO_koji,_N_vid _N_piraterija _PRO_koji _PREF_su,_N_vid _N_piraterija,_NOUN_type_ADP_of_NOUN_software_NOUN_piracy,1,0
_N_pretraživanje _N_informacija,_N_pretraživanje _N_informacija,_N_informacija _N_pretraživanje,_NOUN_information_NOUN_search,0,1
_PREF_i _A_praktičan _A_rad,_PREF_i _A_praktičan _A_rad _PREF_na,_A_praktičan _A_rad,_NOUN_hand,0,0
_N_kraj _N_izgradnja,_N_kraj _N_izgradnja,_N_kraj _N_izgradnja,_NOUN_see_ADP_from,0,0
_N_zamena _N_sufiks,_PREF_za _N_zamena _N_sufiks,_N_zamena _N_sufiks,_NOUN_suffix_NOUN_substitution,1,1
_N_kontrola _N_kvalitet,_PREF_i _N_kontrola _N_kvalitet,_N_kontrola _N_kvalitet _N_kontrola _N_kvalitet,_NOUN_quality_NOUN_control,0,0
_N_ključ _PREF_u _N_etiketa,_N_ključ _PREF_u _N_etiketa,_N_ključ _PREF_u _N_etiketa,_ADJ_key,0,0
_N_govor _N_odabir,_N_govor _N_odabir,_N_govor _N_odabir,_NOUN_selection,0,0
_A_formalizovan _N_obrazac,_A_formalizovan _N_obrazac,_A_formalizovan _N_obrazac,_ADJ_regular_NOUN_expression,1,0
_PREF_i _PREF_po _N_biblioteka _PREF_i _PREF_po _N_korisnik,_N_korisnik _N_biblioteka _PRO_ona,_N_biblioteka _N_korisnik _N_biblioteka,_NOUN_library_NOUN_user,0,0
_PREF_i _A_doktorski _N_teza,_A_doktorski _N_teza,_A_doktorski _N_teza,_ADJ_doctoral_NOUN_thesis,1,1
_A_drugi _N_biblioteka _N_fakultet,_A_drugi _N_biblioteka _N_fakultet _PREF_i,_A_drugi _N_biblioteka _N_fakultet,_NOUN_faculty_NOUN_library,0,0
_A_engleski _N_jezik _PREF_u _PRO_ko,_A_engleski _N_jezik _PREF_u _PRO_ko,_A_engleski _N_jezik _PREF_u _PRO_ko,_ADJ_english_NOUN_language,1,0
_PREF_i _A_stručan _N_kolekcija,_PREF_i _A_stručan _N_kolekcija _PREF_u,_A_stručan _N_kolekcija,_ADJ_special_NOUN_collection,0,0
_A_zlatan _N_zadatak _PREF_u _N_literatura,_A_zlatan _N_zadatak _PREF_u _N_literatura _PRO_sebe,_A_zlatan _N_zadatak _PREF_u _N_literatura,_NOUN_gold_NOUN_task,1,0
_N_ekipa _A_nacionalan _N_biblioteka,_N_ekipa _A_nacionalan _N_biblioteka,_N_ekipa _A_nacionalan _N_biblioteka,_ADJ_national_NOUN_library_ADP_of_ADJ_republic,1,0
_A_pozitivan _A_označen _N_primerak,_A_pozitivan _A_označen _N_primerak,_A_pozitivan _A_označen _N_primerak,_ADJ_positive,0,0
_A_bibliotečki _N_resurs,_A_bibliotečki _N_resurs _PREF_na,_PRO_sam _A_bibliotečki _N_resurs,_NOUN_library_NOUN_resource,0,0
_PREF_i _N_internet _PREF_na _N_biblioteka,_N_internet _PREF_na _N_biblioteka,_N_internet _PREF_na _N_biblioteka,_NOUN_internet_ADP_on_NOUN_library,1,0
_A_uzajaman _N_katalog _N_biblioteka,_A_uzajaman _N_katalog _N_biblioteka _PREF_u,_A_uzajaman _N_katalog _N_biblioteka,_NOUN_union_NOUN_catalogue,0,0
_PRO_ona _A_centralni _N_element,_PRO_ona _A_centralni _N_element,_A_centralni _N_element,_ADJ_central_NOUN_element,1,1
_A_mašinski _N_prevođenje _PRO_ona,_PREF_i _A_mašinski _N_prevođenje,_A_mašinski _N_prevođenje,_NOUN_machine_NOUN_translation,0,1
_N_procesor _PREF_za prirodnojezičku _N_obrada,_N_procesor _PREF_za prirodnojezičku _N_obrada,_N_procesor _PREF_za prirodnojezičku _N_obrada,_NOUN_nlp_NOUN_processor,1,1
_N_dokument _PREF_na _A_razni _N_jezik,_N_dokument _PREF_na _A_razni _N_jezik,_N_dokument _PREF_na _A_razni _N_jezik,_NOUN_document_ADP_in_ADJ_different_NOUN_language,1,1
_N_knjiga _PREF_i _N_biblioteka _PREF_su,_N_knjiga _PREF_iz _N_biblioteka,_N_biblioteka _N_knjiga,_NOUN_book_ADP_for_NOUN_library,1,0
_PRO_isti _N_shema,_PRO_isti _N_shema,_PRO_isti _N_shema,_NOUN_schema,0,0
_N_metod _N_evaluacija,_N_metod _N_evaluacija,_N_evaluacija _N_metod,_NOUN_evaluation_VERB_method,1,0
psp _N_ugovor,psp _N_ugovor,psp _N_ugovor,_NOUN_grant,0,0
_A_krivičan _V_delati,_A_krivičan _N_deo,_A_krivičan _N_deo,_ADJ_criminal_NOUN_activity,1,1
_PREF_od _A_stran _A_evropski _N_komisija,_PREF_od _A_stran _A_evropski _N_komisija,_A_stran _A_evropski _N_komisija,_ADJ_european_NOUN_commission,1,0
_N_preciznost _PREF_pri _N_klasifikovanje _PREF_i _V_dati _PREF_su,_N_preciznost _PREF_pri _N_klasifikovanje _PREF_i _V_dati,_N_preciznost _PREF_pri _N_klasifikovanje,_NOUN_accuracy,0,0
_A_zajednički _N_prikupljanje _N_materijal,_A_zajednički _N_prikupljanje _N_materijal,_A_zajednički _N_prikupljanje _N_materijal,_NOUN_community_NOUN_collection,1,0
_N_izvor _PREF_na _N_mreža,_N_izvor _PREF_na _N_mreža,_N_izvor _PREF_na _N_mreža,_NOUN_web_NOUN_resource,1,1
_A_jezički _N_opis,_A_jezički _N_opis _PREF_i,_A_jezički _N_opis,_NOUN_language_ADP_of_NOUN_description,0,0
kao _A_srpski _N_verzija,ili _A_srpski _N_verzija,_A_srpski _N_verzija,_ADJ_serbian_NOUN_version,1,1
paralelizovanih _N_korpus jer,paralelizovanih _N_korpus jer _PRO_sebe,paralelizovanih _N_korpus,_NOUN_parallel_NOUN_corpus,1,1
_PREF_i _A_osnovni _N_informacija _PREF_o,_PREF_i _A_osnovni _N_informacija,_A_osnovni _N_informacija,_ADJ_basic_NOUN_information,1,1
_A_ženski _N_rod,_PREF_s _A_ženski _N_rod,_A_ženski _N_rod,_NOUN_feminine_NOUN_gender,1,1
_PRO_isti _N_volumen,_PRO_isti _N_volumen,_PRO_isti _N_volumen,_NOUN_volume,0,0
_N_konstrukcija _PREF_na _A_srpski _N_jezik,_N_konstrukcija _PREF_na _A_srpski _N_jezik,_N_konstrukcija _PREF_na _A_srpski _N_jezik,_NOUN_corpus_ADP_of_ADJ_serbian_NOUN_language,1,0
_PREF_o _A_nov _N_tekst _N_korpus,_A_nov _N_tekst _N_korpus,_A_nov _N_tekst _N_korpus,_NOUN_text_NOUN_corpus,1,0
_A_meren _N_broj,_A_meren _V_brojati,_A_meren _V_brojati,_NOUN_term,0,0
_N_podrška _A_društven _N_nauka _V_dati,_N_podrška _A_društven _N_nauk,_N_podrška _A_društven _N_nauk,_ADJ_social_NOUN_science,1,0
_N_grupa _PREF_za _N_bibliotekarstvo,_N_grupa _PREF_za _N_bibliotekarstvo,_N_grupa _PREF_za _N_bibliotekarstvo,_NOUN_library_NOUN_science,0,0
_PREF_za _N_zaštita _N_prirod,_N_zaštita _N_prirod _PREF_u,_N_zaštita _N_prirod,_NOUN_protection_ADP_of_NOUN_nature,1,1
_N_element _N_tekst,_N_element _N_tekst,_N_element _N_tekst,_NOUN_element_ADP_of_NOUN_text,1,1
_A_uniforman _N_raspodela,_PREF_za _A_uniforman _N_raspodela,_A_uniforman _N_raspodela,_NOUN_uniform_NOUN_distribution,1,1
_PREF_i _A_kulturan _N_aktivnost,_A_kulturan _N_aktivnost,_A_kulturan _N_aktivnost,_ADJ_cultural_NOUN_activity,1,1
_A_informacioni _N_zakonodavstvo,_A_informacioni _N_zakonodavstvo,_A_informacioni _N_zakonodavstvo,_NOUN_information_NOUN_law,0,0
_N_podatak _PREF_za _A_jednoznačan,_N_podatak _PREF_za _A_jednoznačan,_A_jednoznačan _N_podatak,_NOUN_unique_NOUN_data,1,0
_A_audiovizuelan _N_građa a,_A_audiovizuelan _N_građa,_A_audiovizuelan _N_građa,_ADJ_audiovisual_NOUN_material,0,1
_A_imenički _N_čvor _PRO_koji _PRO_sebe,_A_imenički _N_čvor,_A_imenički _N_čvor,_NOUN_node,0,0
_A_naučni _N_učinak,_PRO_njihov _A_naučni _N_učinak,_A_naučni _N_učinak,_ADJ_scientific_NOUN_performance,1,0
audio _N_zapis,audio _N_zapis,audio _N_zapis,_NOUN_audio_VERB_record,0,1
_N_verzija _PREF_za _A_srpski _N_jezik,_N_verzija _PREF_za _A_srpski _N_jezik,_N_verzija _PREF_za _A_srpski _N_jezik,_ADJ_serbian_NOUN_version,1,1
_PREF_iz _N_grupa _A_treći _N_lice,_PREF_iz _N_grupa _A_treći _N_lice,_N_grupa _A_treći _N_lice,_ADJ_third_NOUN_party,0,0
_N_biblioteka _PREF_u _N_metro,_N_biblioteka _PREF_u _N_metro,_N_biblioteka _PREF_u _N_metro _N_biblioteka,_NOUN_metro_NOUN_library,1,0
_A_višejezički _N_baza,_A_višejezički _V_bazati _PRO_koji,_A_višejezički _V_bazati,_ADJ_multilingual_NOUN_database,1,1
_N_odabir _N_građa,_N_odabir _N_građa,_N_odabir _N_građa,_NOUN_material_NOUN_selection,1,1
_PREF_su _A_pojedini _N_zapis _PREF_u _A_lokalan _N_baza,_PREF_su _A_pojedini _N_zapis _PREF_u _A_lokalan _V_bazati,_A_pojedini _N_zapis _PREF_u _A_lokalan _V_bazati,_ADJ_bibliographic_NOUN_unit,1,0
_N_emisija _A_pojedini,_N_emisija _A_pojedini,_A_pojedini _N_emisija,_NOUN_program,0,0
_PRO_ona _N_partner _PREF_u _N_projekt,_PREF_i _PREF_za _N_partner _PREF_u _N_projekt,_N_partner _PREF_na _N_projekt,_NOUN_project_NOUN_partner,1,1
_N_knjiga _PREF_za _N_deca,_N_knjiga _PREF_za _N_deca,_N_knjiga _PREF_za _N_deca,_NOUN_child_NOUN_s_NOUN_book,0,1
_N_knjiga _N_potreba _N_korisnik,_N_knjiga _N_potreba _N_korisnik _PREF_i,_N_knjiga _N_potreba _N_korisnik,_NOUN_user_VERB_need_ADP_of_NOUN_book,1,0
_N_terminal _PREF_za _N_iznošenje _PREF_iz,_N_terminal _PREF_za _N_iznošenje _PREF_iz,_N_terminal _PREF_za _N_iznošenje,_ADJ_terminal,0,0
_V_biti _PREF_su gc _N_modul,_N_modul _V_biti _PREF_su gc _N_modul,gc _N_modul,_NOUN_gc_NOUN_module,1,1
_A_budući _A_rad,_A_budući _A_rad _PREF_su,_A_budući _A_rad,_ADJ_future_NOUN_work,1,1
_A_hijerarhijski _V_vesti,_A_hijerarhijski _V_vezati,_A_hijerarhijski _V_vezati,_ADJ_hierarchical_NOUN_relation,0,1
_N_domen _N_interesovanje,_N_domen _N_interesovanje,_N_domen _N_interesovanje,_NOUN_domain_ADP_of_NOUN_interest,1,1
_A_studentski _V_pogledati,_A_studentski _N_pogled _N_pogled,_A_studentski _N_pogled,_NOUN_student_VERB_view,1,1
_N_internet _N_korisnik _V_biti,_N_korisnik _N_internet,_N_korisnik _N_internet,_NOUN_internet_NOUN_user,1,1
_N_godina _A_evropski _N_komisija,_N_godina _A_evropski _N_komisija,_N_godina _A_evropski _N_komisija,_ADJ_european_NOUN_commission,1,0
_A_ciljni _N_populacija _PRO_koji _PRO_ona,_A_ciljni _N_populacija _PRO_koji,_A_ciljni _N_populacija,_NOUN_audience,0,0
_A_drugi _A_pravni _N_lice _PREF_u,_PREF_i _A_drugi _A_pravni _N_lice,_A_drugi _A_pravni _N_lice,_ADJ_legal_NOUN_entity,1,0
hathi _N_trust,hathi _N_trust,hathi _N_trust,_NOUN_hathi_NOUN_trust,1,0
_A_akademski _N_mreža,_A_akademski _N_mreža _PREF_iz,_A_akademski _N_mreža,_ADJ_academic_NOUN_network,1,1
_A_odnosni _N_zaštita,_A_odnosni _N_zaštita,_A_odnosni _N_zaštita,_NOUN_protection,0,0
